CO_IES;SG_UF;NO_MUNICIPIO;NO_CINE_ROTULO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;NO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;NO_CINE_AREA_DETALHADA;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_NACESTRANG;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_NACESTRANG;ANO
55;SP;São Paulo;Letras japonês;"""0231L07""";02;Artes e humanidades;023;Línguas;0231;Letras;94;57;37;0;56;24;3;2;3;1;61;5;18;10;0;1;6;2;4;0;1;2;0;0;0;1;3;0;0;3;0;0;2018
55;SP;São Paulo;Letras línguas estrangeiras clássicas;"""0231L09""";02;Artes e humanidades;023;Línguas;0231;Letras;21;15;6;0;15;5;0;0;0;1;18;0;2;1;0;0;7;4;3;0;1;4;0;0;0;0;6;0;0;0;0;0;2018
55;SP;São Paulo;Letras português;"""0231L12""";02;Artes e humanidades;023;Línguas;0231;Letras;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;152;107;45;0;36;65;14;5;0;0;110;4;17;15;1;1;2018
55;SP;São Paulo;Letras outras línguas estrangeiras modernas;"""0231L11""";02;Artes e humanidades;023;Línguas;0231;Letras;34;23;11;0;22;6;2;1;1;0;31;0;1;2;0;0;6;6;0;0;0;4;0;0;0;0;5;0;0;1;0;0;2018
55;SP;São Paulo;Letras outras línguas estrangeiras modernas;"""0231L11""";02;Artes e humanidades;023;Línguas;0231;Letras;20;13;7;0;15;1;1;1;0;0;18;1;1;0;0;0;6;5;1;0;3;2;0;0;0;0;6;0;0;0;0;0;2018
55;SP;São Paulo;Letras linguística;"""0231L10""";02;Artes e humanidades;023;Línguas;0231;Letras;151;91;60;0;98;30;5;4;4;0;120;7;10;14;0;2;9;5;4;0;2;5;0;0;0;0;9;0;0;0;0;0;2018
55;SP;São Paulo;Marketing;"""0414M01""";04;Negócios, administração e direito;041;Negócios e administração;0414;Marketing e propaganda;114;52;62;0;96;15;0;0;1;0;109;1;3;1;0;0;164;80;84;0;101;57;1;1;0;0;134;5;15;8;0;1;2018
55;SP;São Paulo;Matemática;"""0541M01""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;37;4;33;1;31;3;0;0;0;1;34;0;2;1;0;0;14;1;13;0;9;2;1;0;1;0;14;0;0;0;0;0;2018
55;SP;São Paulo;Matemática formação de professor;"""0114M01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);131;41;90;0;86;22;7;0;6;1;123;2;4;2;0;0;72;30;42;0;30;17;8;3;6;0;37;7;11;11;0;2;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;1;0;0;1;0;1;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;0;2;3;0;0;0;0;4;0;1;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;2;1;0;0;0;0;1;0;2;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;2;0;1;0;0;0;1;0;1;1;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;1;2;0;0;0;1;1;0;0;1;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;2;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;2;0;0;0;0;3;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;2018
55;SP;São Paulo;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2018
55;SP;São Paulo;Medicina;"""0912M01""";09;Saúde e bem-estar;091;Saúde;0912;Medicina;171;63;108;2;148;8;3;3;0;0;166;1;3;1;0;1;176;71;105;0;53;109;2;0;0;0;134;1;28;12;1;0;2018
55;SP;São Paulo;Medicina veterinária;"""0841M01""";08;Agricultura, silvicultura, pesca e veterinária;084;Veterinária;0841;Veterinária;80;55;25;2;74;3;1;0;0;0;78;0;2;0;0;0;73;56;17;0;39;27;3;0;0;0;57;0;7;7;0;0;2018
55;SP;São Paulo;Meteorologia;"""0532M01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0532;Ciências da terra;25;9;16;0;18;2;0;1;0;0;25;0;0;0;0;1;13;6;7;0;5;7;0;0;0;0;9;0;1;2;0;0;2018
55;SP;São Paulo;Música formação de professor;"""0114M02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;1;2;1;0;0;0;3;0;1;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;4;0;0;0;0;4;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;3;1;2;0;1;1;0;0;0;0;2;0;0;1;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;14;0;8;11;0;0;0;0;13;1;3;2;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;0;2;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;0;3;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;0;2;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;3;1;2;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;2018
55;SP;São Paulo;Nutrição;"""0915N01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;82;61;21;0;62;6;4;2;2;1;78;0;3;1;0;0;64;56;8;0;42;14;1;2;2;0;50;1;7;5;0;0;2018
55;SP;São Paulo;Enfermagem;"""0913E01""";09;Saúde e bem-estar;091;Saúde;0913;Enfermagem;57;53;4;0;49;4;1;0;0;0;54;1;2;0;0;0;52;51;1;0;28;17;3;0;1;0;33;7;1;10;1;0;2018
55;SP;São Paulo;Oceanografia;"""0532O01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0532;Ciências da terra;36;20;16;0;34;1;0;0;0;0;35;0;1;0;0;0;26;13;13;0;18;8;0;0;0;0;23;1;2;0;0;0;2018
55;SP;São Paulo;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;84;62;22;0;82;2;0;0;0;0;80;0;3;1;0;1;95;73;22;0;58;29;0;0;0;0;73;1;12;5;0;5;2018
55;SP;São Paulo;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;48;34;14;0;42;1;1;2;0;0;45;0;0;3;0;0;65;47;18;0;13;36;4;0;0;0;44;2;4;12;0;1;2018
55;SP;São Paulo;Pedagogia;"""0113P01""";01;Educação;011;Educação;0113;Formação de professores sem áreas específicas;181;138;43;0;105;39;3;10;4;1;167;4;7;3;0;1;142;124;18;0;55;37;13;6;4;0;99;6;16;19;0;0;2018
55;SP;São Paulo;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Psicologia formação de professor;"""0114P01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;4;2;2;0;0;1;1;0;0;0;3;0;0;0;0;0;2018
55;SP;São Paulo;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;73;43;30;0;63;7;0;1;0;1;71;0;1;1;0;1;57;36;21;0;23;26;1;0;0;1;44;0;5;4;0;2;2018
55;SP;São Paulo;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);2;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);2;0;2;0;1;1;0;0;0;0;1;1;0;0;0;0;9;3;6;0;2;3;0;0;0;0;4;0;4;0;0;0;2018
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;13;6;7;0;10;0;0;1;0;0;10;0;1;2;0;1;7;0;7;0;4;3;0;0;0;0;5;0;2;0;0;0;2018
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018
55;SP;São Paulo;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;5;3;0;0;0;0;7;0;1;0;0;0;2018
55;SP;São Paulo;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;3;2;1;0;3;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2018
55;SP;São Paulo;Relações internacionais;"""0312R01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0312;Ciências sociais e políticas;62;30;32;0;56;4;0;0;1;0;59;0;2;1;0;2;67;30;37;0;56;10;1;0;0;0;52;1;4;9;0;3;2018
55;SP;São Paulo;Relações públicas;"""0414R01""";04;Negócios, administração e direito;041;Negócios e administração;0414;Marketing e propaganda;48;35;13;0;47;1;0;0;0;0;46;0;0;2;0;0;44;33;11;0;33;10;0;0;0;0;37;1;1;5;0;1;2018
55;SP;São Paulo;Saúde pública;"""0918S02""";09;Saúde e bem-estar;091;Saúde;0918;Saúde pública e saúde coletiva;39;29;10;0;25;5;2;2;2;0;37;0;1;1;0;0;19;15;4;0;12;4;2;0;0;1;16;1;1;0;0;1;2018
55;SP;São Paulo;Sistemas de informação;"""0615S02""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0615;Gestão e desenvolvimento de sistemas de informação;166;21;145;1;149;13;1;1;0;0;158;0;4;4;0;1;170;26;144;0;119;43;2;0;0;0;130;5;13;18;0;0;2018
55;SP;São Paulo;Cinema e audiovisual;"""0211C01""";02;Artes e humanidades;021;Artes;0211;Produção audiovisual, de mídia e cultural;36;19;17;0;35;0;0;1;0;0;34;1;0;0;1;0;34;18;16;0;19;12;0;0;0;0;32;0;1;1;0;0;2018
55;SP;São Paulo;Terapia ocupacional;"""0915T01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;24;20;4;0;20;0;0;1;0;0;23;0;0;1;0;0;23;22;1;0;19;3;0;0;0;0;18;1;0;4;0;0;2018
55;SP;São Paulo;Turismo;"""1015T01""";10;Serviços;101;Serviços pessoais;1015;Turismo e hotelaria;38;24;14;0;28;5;1;2;1;0;35;0;2;1;0;0;20;15;5;0;17;3;0;0;0;0;14;1;2;3;0;0;2018
55;SP;São Paulo;Produção têxtil;"""0723P02""";07;Engenharia, produção e construção;072;Produção e processamento;0723;Têxteis (vestuário, calçados e couro);66;58;8;0;59;2;2;0;1;0;61;1;3;1;0;0;61;58;3;0;48;11;1;0;0;0;43;1;7;10;0;1;2018
55;SP;Lorena;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;2;0;0;1;4;0;0;0;0;0;2018
55;SP;Piracicaba;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;0;1;1;1;1;0;4;0;0;1;0;0;2018
55;SP;Ribeirão Preto;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;0;0;1;1;4;1;0;5;1;1;0;0;0;2018
55;SP;São Carlos;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;1;1;1;0;4;0;0;0;0;0;2018
55;SP;São Paulo;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;22;12;0;0;2;5;7;10;0;26;1;1;3;0;0;2018
55;;;Ciências naturais formação de professor;"""0114C02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
55;SP;Bauru;Fonoaudiologia;"""0915F02""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;39;35;4;0;37;2;0;0;0;0;27;5;1;6;0;0;27;25;2;0;26;1;0;0;0;0;24;1;0;2;0;0;2019
55;SP;Bauru;Medicina;"""0912M01""";09;Saúde e bem-estar;091;Saúde;0912;Medicina;60;24;36;1;56;3;0;0;0;0;47;1;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Bauru;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;52;41;11;0;51;1;0;0;0;0;38;2;2;10;0;0;47;34;13;0;43;4;0;0;0;0;43;1;1;2;0;0;2019
55;SP;Lorena;Engenharia ambiental;"""0712E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0712;Tecnologia de proteção ambiental;41;15;26;0;39;1;0;0;0;0;33;0;1;7;0;0;26;16;10;0;10;16;0;0;0;0;20;2;1;3;0;0;2019
55;SP;Lorena;Engenharia bioquímica;"""0711E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;41;22;19;0;38;3;0;0;0;0;25;1;2;13;0;0;26;15;11;0;14;12;0;0;0;0;22;0;1;0;0;0;2019
55;SP;Lorena;Engenharia de materiais;"""0722E01""";07;Engenharia, produção e construção;072;Produção e processamento;0722;Materiais;43;11;32;0;43;0;0;0;0;0;35;1;2;5;0;0;24;11;13;0;9;15;0;0;0;0;20;0;1;3;0;0;2019
55;SP;Lorena;Engenharia de produção;"""0725E02""";07;Engenharia, produção e construção;072;Produção e processamento;0725;Produção e processos de fabricação;47;18;29;0;44;3;0;0;0;0;30;2;5;10;0;0;38;20;18;0;15;23;0;0;0;0;27;0;4;5;0;1;2019
55;SP;Lorena;Engenharia física;"""0715E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0715;Engenharia mecânica e metalurgia;41;10;31;0;40;1;0;0;0;0;34;2;2;3;0;0;15;4;11;0;6;8;0;0;0;0;13;1;0;0;0;1;2019
55;SP;Lorena;Engenharia química;"""0711E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;2;1;0;0;0;6;0;0;0;0;0;2019
55;SP;Lorena;Engenharia química;"""0711E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0711;Engenharia química e de processos;183;82;101;1;175;3;1;1;0;0;128;9;15;30;0;0;151;72;79;0;70;80;0;1;0;0;120;4;10;12;0;0;2019
55;SP;Piracicaba;Administração;"""0413A01""";04;Negócios, administração e direito;041;Negócios e administração;0413;Gestão e administração;46;27;19;0;46;0;0;0;0;0;36;1;1;7;0;0;33;23;10;0;29;3;0;0;0;0;32;0;0;1;0;0;2019
55;SP;Piracicaba;Ciências agrárias formação de professor;"""0114C01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);75;44;31;1;60;9;2;1;0;0;54;6;7;8;0;0;14;11;3;0;9;5;0;0;0;0;10;1;0;3;0;0;2019
55;SP;Piracicaba;Biologia formação de professor;"""0114B01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);30;16;14;0;29;1;0;0;0;0;24;0;1;5;0;0;4;1;3;0;1;2;1;0;0;0;2;0;0;2;0;0;2019
55;SP;Piracicaba;Biologia;"""0511B01""";05;Ciências naturais, matemática e estatística;051;Ciências biológicas e correlatas;0511;Biologia;30;20;10;0;29;1;0;0;0;0;25;1;2;2;0;0;24;16;8;0;10;12;1;0;0;0;21;1;0;2;0;0;2019
55;SP;Piracicaba;Alimentos;"""0721A01""";07;Engenharia, produção e construção;072;Produção e processamento;0721;Processamento de alimentos;42;32;10;1;38;1;1;0;0;0;29;4;2;5;0;1;19;18;1;0;12;5;0;0;0;0;16;0;2;1;0;0;2019
55;SP;Piracicaba;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;43;15;28;0;42;1;0;0;0;0;33;3;2;4;0;0;44;18;26;0;28;14;2;0;0;0;37;2;0;4;0;1;2019
55;SP;Piracicaba;Agronomia;"""0811A04""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;210;72;138;1;198;6;2;1;0;0;160;13;11;25;0;3;164;68;96;0;104;53;1;0;0;0;151;1;3;9;0;0;2019
55;SP;Piracicaba;Engenharia florestal;"""0821E01""";08;Agricultura, silvicultura, pesca e veterinária;082;Silvicultura;0821;Silvicultura;41;26;15;0;38;3;0;0;0;0;34;1;3;3;0;0;37;19;18;0;25;10;0;0;0;0;33;1;2;1;0;0;2019
55;SP;Piracicaba;Gestão ambiental;"""0712G01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0712;Tecnologia de proteção ambiental;37;19;18;0;30;5;1;0;1;0;31;2;2;2;0;0;34;21;13;0;21;13;0;0;0;0;27;3;0;4;0;0;2019
55;SP;Pirassununga;Engenharia de alimentos;"""0721E01""";07;Engenharia, produção e construção;072;Produção e processamento;0721;Processamento de alimentos;107;75;32;0;93;8;1;1;1;0;82;5;7;10;0;0;92;71;21;0;41;49;0;0;0;0;83;1;5;3;0;0;2019
55;SP;Pirassununga;Engenharia de biossistemas;"""0811E02""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;56;12;44;1;55;0;0;0;0;0;46;0;6;4;0;1;28;13;15;0;10;17;0;0;0;0;25;1;0;1;0;0;2019
55;SP;Pirassununga;Medicina veterinária;"""0841M01""";08;Agricultura, silvicultura, pesca e veterinária;084;Veterinária;0841;Veterinária;70;62;8;0;68;2;0;0;0;0;50;3;6;10;0;1;51;34;17;0;21;29;0;0;0;0;43;0;2;6;0;0;2019
55;SP;Pirassununga;Zootecnia;"""0811Z01""";08;Agricultura, silvicultura, pesca e veterinária;081;Agricultura;0811;Produção agrícola, agropecuária e zootecnia;46;29;17;0;40;5;0;0;0;0;33;4;4;4;0;1;16;11;5;0;13;3;0;0;0;0;13;0;1;2;0;1;2019
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;44;27;17;1;42;0;0;0;0;0;28;4;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;26;17;9;0;25;0;0;0;0;0;16;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Ciências sociais, comunicação e informação;"""0011A03""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;73;25;48;1;72;0;0;0;0;0;56;1;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Saúde e bem-estar;"""0011A09""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;65;22;43;0;54;10;0;0;0;0;50;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Saúde e bem-estar;"""0011A09""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;28;11;17;0;20;6;2;0;0;0;15;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
55;SP;Ribeirão Preto;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;65;33;32;0;63;2;0;0;0;0;39;4;9;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019
